Sample ID,Sample Point Description,Longitude,Latitude,Ammonia,Chloride,Fluoride,M-Alkalinity,Nitrate,Phosphate,Sulphate,Chemical Oxygen Demand,Conductivity,pH,E. coli,Quarter
KB,Klip River @ Barnardskop,29.60048888888889,-27.47009166666667,0.11,5,0.13,42,0.23,0.08,14,13,12,6.9,-9999,1
KB,Klip River @ Barnardskop,29.60048888888889,-27.47009166666667,0.25,5,0.23,54,0.15,0.18,12,25,21,8.4,-9999,2
KB,Klip River @ Barnardskop,29.60048888888889,-27.47009166666667,0.1,5,0.08,58,0.05,0.05,6,12,14,7.8,-9999,3
KB,Klip River @ Barnardskop,29.60048888888889,-27.47009166666667,0.1,5,0.08,34,0.05,0.05,7,5,10,6.9,-9999,4
KD,Klip River @ De Langesdrift ,29.23487222222223,-27.18271388888889,0.1,5,0.19,67,0.93,0.025,14,5,77,6.9,-9999,1
KD,Klip River @ De Langesdrift ,29.23487222222223,-27.18271388888889,0.1,5,0.15,160,0.31,0.05,15,5,35,8.2,-9999,2
KD,Klip River @ De Langesdrift ,29.23487222222223,-27.18271388888889,0.25,5,0.29,155,0.12,0.1,16,23,41,8.0,-9999,3
KD,Klip River @ De Langesdrift ,29.23487222222223,-27.18271388888889,0.11,5,0.38,86,0.39,0.05,19,17,23,7.4,-9999,4
KSV,Spruitsonderdrift downstream of Vrede ,29.17135277777778,-27.35226388888889,0.1,20,0.31,205,1.5,0.19,27,16,50,8.1,-9999,1
KSV,Spruitsonderdrift downstream of Vrede ,29.17135277777778,-27.35226388888889,0.1,30,0.28,245,1.2,0.5,42,44,59,9.1,-9999,2
KSV,Spruitsonderdrift downstream of Vrede ,29.17135277777778,-27.35226388888889,0.25,25,0.25,120,0.26,0.52,25,38,51,8.1,-9999,3
KSV,Spruitsonderdrift downstream of Vrede ,29.17135277777778,-27.35226388888889,0.11,5,0.4,150,0.16,0.11,34,25,38,7.7,-9999,4
KW,Klip @ Winkelhaak ,29.399975,-27.244875,0.11,5,0.12,49,0.05,0.07,11,18,14,6.9,-9999,1
KW,Klip @ Winkelhaak ,29.399975,-27.244875,0.11,5,0.12,49,0.05,0.07,11,18,14,6.9,-9999,2
KW,Klip @ Winkelhaak ,29.399975,-27.244875,0.1,5,0.13,49,0.05,0.05,11,5,14,7.1,-9999,3
KW,Klip @ Winkelhaak ,29.399975,-27.244875,0.1,5,0.14,85,0.34,0.05,8,5,20,7.8,-9999,4
S-ST_NEW,Standerton Point Description,29.23135277777778,-26.9735,14.0,38,0.31,175,0.19,2.7,30,455,76,7.0,5081670,1
S-ST_NEW,Standerton Point Description,29.23135277777778,-26.9735,15.0,58,0.4,310,0.12,2.0,44,55,89,7.0,5813800,2
S-ST_NEW,Standerton Point Description,29.23135277777778,-26.9735,29.0,42,0.4,405,0.05,3.5,34,140,63,7.2,3871000,3
S-ST_NEW,Standerton Point Description,29.23135277777778,-26.9735,36.0,42,0.4,150,0.05,3.7,23,215,90,7.5,3652870,4
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.11,5,0.16,72,0.2,0.05,24,5,22,7.4,10,1
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.1,5,0.2,77,0.22,0.05,22,5,21,7.2,165,2
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.15,5,0.24,70,1.1,0.13,21,5,20,7.7,4,3
VD1I,Vaal Dam 1 Integrated @ RW intake,28.12065277777777,-26.88340555555556,0.15,5,0.24,69,0.34,0.07,19,5,22,7.3,13,4
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.11,5,0.17,72,0.12,0.06,22,11,22,7.3,3,1
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.1,5,0.21,74,0.32,0.05,23,11,18,7.3,3,2
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.11,5,0.17,72,0.12,0.06,22,11,22,7.3,3,3
VD2I,Vaal Dam 2 Integrated - Confluence of Vaal & Wilge,28.18608888888889,-26.89689166666667,0.15,5,0.23,65,1.1,0.07,19,12,18,7.7,1,4
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.11,5,0.16,60,0.18,0.08,24,29,18,7.1,8,1
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.15,5,0.19,57,1.1,0.07,15,5,15,7.5,7,2
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.1,5,0.21,62,0.3,0.07,15,30,17,7.2,14,3
VD3I,Vaal Dam 3 Integrated - Wilge River downstream of Oranjeville ,28.22363333333333,-26.98378888888889,0.11,5,0.16,60,0.18,0.08,24,29,18,7.1,8,4
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.1,5,0.29,87,0.61,0.13,25,18,25,8.3,1,1
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.11,5,0.28,89,0.5,0.1,30,36,30,7.2,11,2
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.1,5,0.3,87,0.2,0.05,31,18,24,7.3,21,3
VD4I,Vaal Dam 4 Integrated - Vaal River upstream of Vaal Marina ,28.25004444444444,-26.89110833333333,0.2,5,0.3,91,0.16,0.07,24,23,30,7.3,15,4
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.1,14,0.26,155,0.8,0.13,29,19,41,7.9,-9999,1
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.1,5,0.17,115,0.17,0.05,17,13,29,7.4,-9999,2
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.11,5,0.3,94,0.23,0.08,21,24,28,7.2,-9999,3
VDS,Vaal River downstream of Standerton,29.02480555555556,-27.01554722222222,0.43,15,0.3,125,0.72,0.1,26,25,41,7.7,-9999,4
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.1,13,0.35,100,0.53,0.09,39,18,28,7.7,-9999,1
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.11,5,0.29,89,0.47,0.025,15,19,24,7.0,-9999,2
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.2,11,0.3,130,1.3,0.08,22,32,39,7.5,-9999,3
VGB,Gladdedrift Bridge @ Villiers,28.72977222222222,-26.99201111111111,0.1,12,0.26,150,0.12,0.05,34,16,38,7.9,-9999,4
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.11,5,0.28,87,0.12,0.11,22,17,36,7.4,-9999,1
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.1,12,0.18,110,0.82,0.05,25,5,30,7.9,-9999,2
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.1,14,0.24,115,0.14,0.05,37,5,31,8.0,-9999,3
VSS,Sandspruit below Vaal River @ Kliplaatsdrift  ,29.43689722222222,-27.20856111111111,0.25,13,0.43,150,0.11,0.1,35,17,50,8.4,-9999,4
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.77,16,0.16,66,0.83,0.17,32,5,22,7.4,-9999,1
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.1,12,0.2,135,0.05,0.07,35,5,36,8.3,-9999,2
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.25,5,0.33,48,0.37,0.1,27,28,22,7.1,-9999,3
VSV,Sandspruit above Volksrust ,29.88938333333333,-27.24056388888889,0.11,5,0.24,57,0.29,0.05,22,18,36,7.1,-9999,4
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.11,5,0.28,87,1.1,0.06,18,20,22,7.2,210,1
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.1,5,0.29,105,0.11,0.05,30,14,30,7.7,14,2
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.1,15,0.29,130,0.13,0.08,44,19,36,8.0,13,3
VV,Vaal @ Villiers,28.60008888888889,-27.02225833333333,0.27,16,0.24,100,1.6,0.12,36,28,36,7.5,105,4
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.2,5,0.08,65,0.62,0.08,11,16,18,7.1,870,1
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.1,5,0.08,44,0.05,0.05,6,5,11,7.2,71,2
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.11,5,0.16,69,0.36,0.06,7,15,16,7.0,155,3
WF,Wilge River @ Frankfort,28.491225,-27.27166666666666,0.1,5,0.13,49,0.32,0.05,6,5,12,7.0,86,4
